address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
"Opp.Cine Wonder,Ghodbunder Road,Thane (West)",Thane West,Thane,74,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Medical Assistance Available|Power Backup|Wedding Services Facility|Fitness Equipment|ATM / Banking|Jacuzzi|Extra Person / Child - Share the same room|Food Facility|Room Service (24 Hours)|Parking Facility,19.22361048,Thane West,72.97788958,HTLGBO1000002796,Vihang's Inn,Hotel,Thane,32,Executive  Room,27,3.8,Maharashtra,757872cc8f59e08dfe1b85e177b20926
"Sinquerim Beach, Vadi, Candolim, Bardez",Candolim Area,Goa,74,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly All Guests are required to present proper PHOTO IDENTIFICATION UPON CHECK IN. (The identity proof would include a valid Driving license / voter identity card / PAN card. Valid Passport is mandatory for all International Clientele). Compulsory Xmas Gala Dinner with entertainment all inclusive per person Rs. 6500/-N Compulsory  New Year Gala Bash All Inclusive Rs. 7500/- per person.  50% rates for child. Gala Dinner charges directly payable at the hotel,Swimming Pool|Bar / Lounge |Beauty Salon - on charge|Business Center |Currency Exchange|Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Gardens|Multi Lingual Staff|Coffee Shop / Cafe|Conference Facility |Massage Services |Poolside Bar,15.51032095,Candolim Area,73.76816657,HTLGBO1000001317,Whispering Palms Beach Resort,Resort,Goa,116,Balcony Room,117,4.1,Goa,a5e18aefac6affb71e35ed04c63a789d
"Tamborim, Cavelossim, Salcette-Goa, India.",Mobor Beach Area,Goa,25,The standard check-in time is 12:00 PM and the standard check-out time is 11:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Bar / Lounge |Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Multi Cuisine Restaurant |Local Tour / Travel Desk| Bike on Rent,15.2026266,Mobor Beach Area,73.9406116,HTLGBO1000010000,Veeniola Holiday Home,Guest House,Goa,6,Twin Room without Balcony,4,3,Goa,672275d6bf7cfc38493c22fc6c97ed9d
Winnies Holiday Resort on Main Dharampur Kasauli Road  1 Km after Pinegrove School  Sanawar,Village Sanawar,Kasauli,86,The standard check-in time is 02:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Children ( below 5 years ) complimentary without extra bed  - Extra Person ( 5-11 years ) @ Rs 400 per person per day inclusive of bfast without extra bed  - Extra Person ( 5-11 years ) @ Rs 800 per person per day inclusive of bfast and extra bed,Bar / Lounge |Business Center |Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Table Tennis|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Fitness Equipment|Conference Facility |Pool Table|Nature Walk|Veranda|Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Car Rental|Mini Theatre|Food Facility|Internet Access Free|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Suites,30.8961066,Village Sanawar,76.9937963,HTLGBO1000005343,Winnies Holiday Resort,Hotel,Kasauli,39,Deluxe Room Breakfast &amp; Dinner Plan,342,4.5,Himachal Pradesh,5c3816a1ccfa800cb61cc8d83e690e76
"5Th Mile Tadong,Jordhra Near NHPC Guest House",National Highway - 31-A,Gangtok,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Internet Access - Surcharge|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,27.3105755,National Highway - 31-A,88.5975892,HTLGBO1000030198,Yarlam Portico,Hotel,Gangtok,19,Deluxe,6,4.2,Sikkim,eb4d0d4196c450cabd1a8367df8c7ccf
"Near Bus Station, V. R.P. Building",Others,Bhuj,60,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to check-in. This is at full discretion of the hotel management.  No refund would be applicable in case the checkin is denied under such circumstances.,Doctor on Call|Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Room Service,23.24933335,Others,69.66954554,HTLGBO1000073662,VRP Guest House,Guest House,Bhuj,8,Deluxe Room,5,2.6,Gujarat,278859db4b6c787f69250527bc7c18a0
Main Market Pahalgam,Main Market,Pahalgam,79,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge any supplement/gala dinner charges at the time of check in/check out in the festive season or peak period.,Barbecue Area|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Golf Course|Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Gardens|Computer Rental|Translation Services|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|Fax Machine|Fire Place Available |Free Local Calls|Picnic Area|Cell Phone Rental|Wheelchair Accessibility - Room|Massage Services |Smoking Area |Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Taxi Services|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Children's Park|Postal / Parcel Services| Cook Services|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fishing|Trekking|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant,34.0157757,Main Market,75.3181335,HTLGBO1000014130,WoodStock Hotel,Hotel,Pahalgam,55,Standard Rooms,62,4.1,Jammu and Kashmir,81fe340b7bb5eff0e901cb5491f4d9af
"Sunrise orchard,Mundagambadi village",Salem-Yercaud Main Road,Yercaud,81,The standard check-in time is 10:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,"Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Wake-up Call / Service|Separate Sitting Area|Smoking Rooms|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Extra Person / Child - Share the same room|Express Laundry|Taxi Services|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",11.78202014,Salem-Yercaud Main Road,78.19831955,HTLGBO1000003926,Vihal Estancia,Hotel,Yercaud,15,Valley View Room,22,3.9,Tamil Nadu,6131f3dd19bdc9bb447527ee0a1daf9b
"Villa no.3, Alliance Anmol Villas, celebration mall, udaipur(raj.), 313001",Bhuwana,Udaipur,100,The standard check-in time is 05:00 AM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances. Customer Government approved Photo ID card is must to carry at the time of check in.,Business Center |Parking Facilities Available|Luggage Storage|Gardens|Suitable For Children|Kitchen available (home cook food on request)|Vegetarian Food / Jain Food Available|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,24.6156785,Bhuwana,73.7060171,HTLGBO1000067570,VRINDAWAN VILLA,Homestay,Udaipur,18,Deluxe A/C Room,1,4,Rajasthan,4d43119ccffc2028f12519b74c1aed1d
"8 Amalatas Marg, Near Qutab Plaza, Phase 1",Golf Course Road,Gurgaon,83,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. All guests requested to carry Valid ID proof for Check In 2. Cancellation and prepayment policies vary according to room type.,Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service,28.46973983,Golf Course Road,77.10295769,HTLGBO1000033516,Willow Tree Premier,Guest House,Gurgaon,12,Deluxe Room,90,4.4,Haryana,3a6879e82ce344ce46c0a75996b72d07
"West Ladakh Camp, Uleytokpo",Uleytokpo,Leh,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge gala dinner supplement on Christmas / New Years eve or other festive periods which need to be paid directly at the hotel.As per the govt guidelines valid govt issued id proofs are required to be presented at the Time of C/in.,Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Bar / Lounge |Barbecue Area|Doctor on Call|Dry Cleaning|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk,34.1466005,Uleytokpo,77.48038169,HTLGBO1000001852,West Ladakh Camp Uleytokpo,Tent,Leh,20,Deluxe Tent,1,3.9,Jammu and Kashmir,ba676e1eb387d5653d234006e3f8ba04
"Near Redemptor Chapel/Hotel Empier Beach Resort/ Resort Tera Paraisso Gaura Vaddo, Calangute Goa",Calangute Area,Goa,96,"The standard check-in time is 10:45 AM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly No Pets allowed Proper ID prof government approved for every guest to be submitted before check in No Spitting in Hotel premises. Check in Check out time to be observed as it should not effect other guest, between 9am to 10 am",Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility| Bike on Rent|Car Rental|Taxi Services|Newspapers In Lobby|Parking Facility|Room Service,15.53554395,Calangute Area,73.75896021,HTLGBO1000007958,Vilo Villa Guest House,Guest House,Goa,22,Non AC Room,76,4.6,Goa,ac78406852a95ff803614e56e8595a6f
"12/7, MATHURA ROAD, NEAR TOLL PLAZA, FARIDABAD, DELHI NCR.",Mathura Road,Faridabad,73,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ID proofs required at the time of check in.  Driving licence or Voter ID or Adhar Card or Passport would be considered a valid ID proof.,Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Gardens|Room Service (24 Hours)|Courier Service|Internet / Fax (Reception area only)|Parking Facility|Porter Services Available|Public Restrooms,28.4720192,Mathura Road,77.3060566,HTLGBO1000010511,Vibe by The Lalit Traveller,Hotel,Faridabad,20,Executive Room,127,3.9,Haryana,a26b4fb91db3457fc758ca9de804f866
